,time,BTC/USDT_change,ETH/USDT_change,BNB/USDT_change,MATIC/USDT_change,LTC/USDT_change,DOGE/USDT_change,XRP/USDT_change,LINK/USDT_change,ATOM/USDT_change,ETC/USDT_change
1030,2021-10-27,-3.17,-5.07,-6.17,1.33,-9.22,-7.0,-10.17,-11.19,-14.52,-10.15
1031,2021-10-28,3.7,9.28,9.63,21.6,5.92,25.98,6.31,4.5,3.37,7.12
1032,2021-10-29,2.77,3.1,7.78,-5.25,3.64,-3.84,2.32,2.55,4.05,3.35
1033,2021-10-30,-0.63,-2.18,-0.38,-7.57,-3.3,-6.66,0.19,-3.78,-5.67,-1.84
1034,2021-10-31,-0.9,-0.82,-0.72,3.75,0.89,4.09,2.61,0.74,-0.11,2.7
1035,2021-11-01,-0.63,0.75,5.09,-1.91,2.97,-3.0,-1.91,5.53,0.13,-0.92
1036,2021-11-02,3.79,6.26,0.56,1.89,1.67,0.85,3.97,1.86,-0.54,2.53
1037,2021-11-03,-0.51,0.3,2.53,5.16,3.19,-1.83,6.64,-0.96,3.75,0.45
1038,2021-11-04,-2.39,-1.54,-1.71,-5.99,-2.27,-2.19,-0.79,-3.03,-2.55,-3.33
1039,2021-11-05,-0.75,-1.28,8.68,-0.99,-1.83,-0.8,-3.52,6.03,-1.97,-0.97
1040,2021-11-06,0.87,0.98,5.01,-0.69,-0.65,0.38,-0.61,-2.47,-1.5,-0.45
1041,2021-11-07,2.93,2.09,1.87,0.11,2.23,1.76,5.97,0.9,-1.35,2.27
1042,2021-11-08,6.72,4.24,0.62,0.42,13.31,5.82,5.06,6.56,2.49,4.64
1043,2021-11-09,-0.86,-1.57,-2.85,-6.18,14.41,-2.98,-1.9,-1.86,-2.13,7.49
1044,2021-11-10,-3.08,-2.19,-3.29,-4.23,-0.61,-6.72,-5.33,1.15,-10.55,-6.95
1045,2021-11-11,-0.17,1.95,2.31,3.24,0.77,2.04,2.02,1.4,2.78,0.21
1046,2021-11-12,-1.01,-1.13,-0.24,-2.22,-4.2,-0.42,-2.13,-1.21,-2.64,-2.15
1047,2021-11-13,0.4,-0.45,3.62,1.98,2.63,0.73,0.07,-0.76,1.4,1.44
1048,2021-11-14,1.77,-0.38,0.2,-1.31,8.38,0.61,-0.13,-0.74,-1.78,-0.3
1049,2021-11-15,-2.92,-1.36,-2.6,-1.97,-5.84,-2.36,-1.34,-5.07,-1.47,-2.35
1050,2021-11-16,-5.58,-7.76,-7.13,-7.97,-12.47,-7.87,-7.19,-9.02,-10.05,-7.25
1051,2021-11-17,0.48,1.86,-1.83,5.0,-0.35,0.42,0.7,0.07,4.1,0.89
1052,2021-11-18,-5.72,-6.79,-7.98,-8.68,-11.06,-6.95,-4.99,-9.04,-9.55,-5.48
1053,2021-11-19,2.04,7.45,9.23,8.49,6.76,5.43,4.67,6.48,5.52,4.63
1054,2021-11-20,2.84,2.73,4.01,2.59,4.08,0.09,0.67,0.32,4.66,0.81
1055,2021-11-21,-1.82,-3.49,-3.38,-3.91,-2.51,-3.22,-3.61,2.15,4.89,-1.29
1056,2021-11-22,-4.04,-4.08,-4.23,-2.44,-5.47,-2.7,-2.05,-7.69,4.14,-3.65
1057,2021-11-23,2.31,6.2,5.67,12.32,3.4,3.28,2.97,0.64,-0.34,2.0
1058,2021-11-24,-0.7,-1.62,-0.14,-3.66,-1.85,-4.28,-3.15,-5.05,-7.58,-2.56
1059,2021-11-25,3.19,5.97,8.25,14.24,5.04,1.8,1.09,3.24,0.51,4.72
1060,2021-11-26,-8.88,-10.68,-8.11,-14.85,-12.24,-8.78,-10.01,-9.28,-9.07,-7.69
1061,2021-11-27,1.86,1.34,2.16,-1.59,-0.31,1.64,0.64,0.58,-1.22,0.26
1062,2021-11-28,4.68,4.87,1.9,2.48,2.31,1.17,2.48,2.78,2.47,1.56
1063,2021-11-29,0.88,3.49,1.96,9.93,3.01,3.76,2.18,0.93,2.59,1.52
1064,2021-11-30,-1.43,4.18,-0.16,-1.76,1.12,-0.09,0.85,1.28,-2.06,0.23
1065,2021-12-01,0.41,-1.02,0.8,12.39,0.48,-2.52,-0.85,0.04,-3.09,-0.97
1066,2021-12-02,-1.23,-1.57,-1.21,5.83,-2.49,0.1,-1.84,-3.04,6.41,-1.71
1067,2021-12-03,-5.1,-6.55,-4.02,6.97,-7.62,-4.58,-5.19,-5.01,15.58,-4.59
1068,2021-12-04,-8.3,-2.32,-4.45,-12.96,-13.46,-10.86,-8.27,-11.45,-14.15,-12.31
1069,2021-12-05,0.5,1.92,-1.88,3.9,-3.93,-3.87,-4.82,-5.67,-12.72,-1.3
1070,2021-12-06,2.12,3.6,5.34,11.07,3.2,3.74,2.61,1.59,-0.98,1.29
1071,2021-12-07,0.29,-0.95,-1.5,2.94,0.31,-0.73,-1.24,6.57,-0.12,0.71
1072,2021-12-08,-0.23,3.03,4.92,3.2,2.04,1.59,5.74,8.68,4.2,3.41
1073,2021-12-09,-5.8,-7.47,-6.11,-13.91,-8.41,-5.58,-0.46,-11.61,-11.33,-8.4
1074,2021-12-10,-0.83,-5.06,-3.12,0.38,-2.05,-2.96,-6.89,-8.35,0.36,-3.04
1075,2021-12-11,4.77,4.9,2.17,2.25,6.47,2.93,5.01,7.65,8.25,4.57
1076,2021-12-12,1.34,0.99,1.01,-2.62,0.63,0.47,0.02,2.2,0.33,-0.26
1077,2021-12-13,-6.7,-8.43,-8.64,-12.77,-9.0,-7.25,-6.86,-12.89,-11.27,-9.77
1078,2021-12-14,3.51,2.04,1.36,6.77,4.01,21.28,3.62,3.71,0.28,3.54
1079,2021-12-15,1.09,4.15,2.48,9.69,2.2,-5.29,1.97,6.84,2.43,2.09
1080,2021-12-16,-2.52,-1.53,-2.75,-2.82,-3.0,-4.2,-2.55,-4.77,-2.28,-2.68
1081,2021-12-17,-3.15,-2.11,-0.13,2.75,-3.22,-2.71,-1.08,-2.77,-2.84,-2.42
1082,2021-12-18,1.52,2.18,1.6,4.98,3.12,2.32,3.7,7.01,9.15,2.13
1083,2021-12-19,-0.33,-0.9,-0.77,-0.54,3.1,-1.68,1.05,-3.43,-4.32,-0.46
1084,2021-12-20,0.5,0.52,-1.09,-4.1,-0.39,-1.42,5.37,-0.42,-2.84,-0.89
1085,2021-12-21,4.21,1.76,0.82,11.36,1.31,2.15,7.59,3.35,9.75,2.2
1086,2021-12-22,-0.61,-0.87,0.98,5.44,0.39,1.29,0.75,2.68,15.83,1.08
1087,2021-12-23,4.63,3.31,2.89,7.28,5.28,6.94,4.23,11.3,3.58,5.16
1088,2021-12-24,-0.04,-1.58,-1.26,-8.08,-1.47,0.59,-8.31,-3.16,-5.18,-0.4
1089,2021-12-25,-0.83,1.2,0.98,6.93,-2.11,2.47,1.51,2.89,10.22,1.76
1090,2021-12-26,0.75,-0.75,-0.18,9.02,-1.33,-0.52,-0.56,3.93,8.26,-0.37
1091,2021-12-27,-0.15,-0.65,3.15,-5.15,0.06,-1.0,0.75,0.13,-7.53,-0.84
1092,2021-12-28,-6.23,-6.06,-5.23,-8.65,-6.54,-7.45,-8.13,-11.51,-10.5,-7.13
1093,2021-12-29,-2.27,-4.29,-3.69,-0.72,-0.07,-3.34,-4.05,-3.14,4.96,-2.26
1094,2021-12-30,1.41,2.18,0.78,3.15,1.72,1.85,2.62,0.96,7.95,1.29
1095,2021-12-31,-1.92,-0.89,-1.39,-1.17,-1.08,-0.41,-1.05,-2.16,7.39,-1.48
1096,2022-01-01,3.26,2.43,3.09,1.9,3.15,1.7,2.52,6.35,12.19,2.41
1097,2022-01-02,-0.91,1.67,0.68,-0.86,0.27,0.81,0.92,5.4,-2.26,1.46
1098,2022-01-03,-1.78,-1.63,-3.6,-4.63,-1.72,-2.41,-3.05,8.51,10.47,-1.89
1099,2022-01-04,-1.32,0.51,-0.98,-2.83,-1.28,-1.12,-1.15,-1.26,7.32,-1.67
1100,2022-01-05,-5.19,-6.46,-6.47,-7.78,-7.58,-5.64,-6.09,7.73,-8.19,-6.44
1101,2022-01-06,-0.85,-3.76,-0.34,3.16,0.44,0.5,0.85,0.55,3.7,-0.97
1102,2022-01-07,-3.52,-6.09,-5.18,-8.8,-3.31,-3.13,-2.0,2.32,-3.74,-3.7
1103,2022-01-08,0.27,-3.68,-4.06,-3.36,-1.52,-2.71,-2.38,-2.54,-7.0,-3.64
1104,2022-01-09,0.44,2.3,2.07,6.55,1.16,-0.27,1.05,8.81,-2.43,1.33
1105,2022-01-10,-0.1,-2.2,-3.21,-2.03,-3.29,-4.92,-1.74,1.6,8.26,-4.2
1106,2022-01-11,2.17,5.09,9.13,13.9,3.95,7.55,4.11,-4.97,2.19,4.18
1107,2022-01-12,2.75,4.06,5.22,1.57,7.83,5.85,3.7,0.56,3.98,5.09
1108,2022-01-13,-3.06,-3.89,-2.58,-5.51,-3.73,5.53,-3.83,-7.1,-6.49,-2.82
1109,2022-01-14,1.18,2.06,3.14,3.09,5.85,6.76,0.72,3.46,7.5,5.65
1110,2022-01-15,0.06,0.56,0.94,0.51,2.07,0.71,0.75,-2.14,-3.22,2.75
1111,2022-01-16,-0.03,0.61,0.83,-0.6,-0.81,-4.28,-0.09,1.31,11.64,-1.68
1112,2022-01-17,-2.02,-4.1,-4.69,-4.85,3.28,-3.28,-2.16,-6.74,-10.38,-4.03
1113,2022-01-18,0.36,-1.55,-0.78,-4.42,-6.35,-3.34,-1.4,-3.49,-2.27,5.39
1114,2022-01-19,-1.63,-2.4,-2.04,-4.29,-3.68,-2.18,-1.72,-6.14,-3.19,-4.13
1115,2022-01-20,-2.35,-2.68,-4.7,-3.45,-4.77,-3.9,-2.47,-6.36,5.29,-6.2
1116,2022-01-21,-10.41,-14.44,-12.79,-13.27,-11.65,-8.63,-11.54,-13.68,-11.21,-11.69
1117,2022-01-22,-3.77,-6.05,-6.64,-9.54,-5.33,-6.2,-6.31,-8.96,-15.49,-6.6
1118,2022-01-23,3.34,5.26,7.14,5.2,3.6,6.38,5.31,4.92,18.2,3.89
1119,2022-01-24,1.15,-3.93,-3.31,-6.86,-2.49,-3.11,-2.64,-6.31,4.1,-4.02
1120,2022-01-25,0.81,0.79,3.74,3.52,-1.64,3.93,1.01,-0.58,-0.44,-0.33
1121,2022-01-26,-0.4,0.16,-2.6,2.05,-0.93,0.28,0.24,-1.74,-9.81,1.12
1122,2022-01-27,0.96,-1.57,3.95,0.0,-0.09,-1.19,-1.7,-0.07,-7.14,0.0
1123,2022-01-28,1.5,4.99,-1.03,5.29,2.43,-0.07,0.36,6.11,-2.03,3.54
1124,2022-01-29,1.19,2.22,0.88,1.37,1.19,1.06,1.01,0.56,-1.32,0.72
1125,2022-01-30,-0.75,0.01,-3.13,-5.48,-2.07,-2.66,-2.62,9.49,-6.5,-1.7
1126,2022-01-31,1.54,3.28,-0.77,2.31,0.92,1.65,2.69,-3.43,3.2,3.01
1127,2022-02-01,0.59,3.73,2.62,0.3,5.12,0.49,1.78,-0.99,2.78,4.4
1128,2022-02-02,-4.65,-3.83,-4.48,-6.62,-5.91,-3.72,-4.42,-7.07,-8.77,-1.94
1129,2022-02-03,1.13,0.57,1.42,1.1,2.49,0.73,1.6,3.3,12.69,6.28
1130,2022-02-04,11.42,11.12,7.33,8.87,9.38,7.1,7.44,7.3,4.82,6.38
1131,2022-02-05,-0.45,0.59,3.53,1.0,0.33,-0.68,1.51,1.49,-1.16,-0.88
1132,2022-02-06,2.41,1.41,1.47,1.58,4.76,4.84,2.54,1.8,1.72,1.6
1133,2022-02-07,3.44,2.77,3.24,16.11,7.76,7.34,21.82,4.54,1.15,9.3
1134,2022-02-08,0.46,-0.74,-5.93,-3.82,-2.69,-4.36,5.4,-2.7,-3.95,-1.78
1135,2022-02-09,0.75,4.08,3.68,4.89,4.87,0.76,-0.75,1.58,1.78,5.36
1136,2022-02-10,-1.98,-5.28,-1.94,-6.92,-3.86,-5.02,-5.13,-6.27,-5.92,1.66
1137,2022-02-11,-2.58,-4.71,-3.54,-9.45,-6.62,-4.55,-8.02,-7.42,-8.69,-4.83
1138,2022-02-12,-0.37,-0.3,0.9,-0.82,0.88,-0.14,8.34,-1.54,1.81,-3.0
1139,2022-02-13,-0.39,-1.63,-1.41,-2.53,-0.87,2.56,-2.02,-2.26,-3.25,2.43
1140,2022-02-14,1.15,2.04,1.36,-0.18,-0.8,-1.62,-0.56,1.86,3.63,-3.3
1141,2022-02-15,4.72,8.66,7.19,12.98,5.54,4.05,6.28,8.99,6.74,6.59
1142,2022-02-16,-1.51,-1.92,-1.18,-1.87,-2.96,-1.98,-1.74,-1.27,-1.62,-3.67
1143,2022-02-17,-7.65,-7.38,-5.83,-9.53,-9.0,-6.99,-8.09,-8.99,-1.54,-8.72
1144,2022-02-18,-1.34,-3.89,-0.8,-4.09,-1.2,0.22,1.96,-2.63,-4.28,-1.66
1145,2022-02-19,0.26,-0.56,0.15,2.51,0.52,1.66,4.77,2.17,-0.6,-0.86
1146,2022-02-20,-4.22,-5.13,-4.8,-7.41,-4.24,-3.05,-5.43,-5.93,-2.21,-5.09
1147,2022-02-21,-3.59,-2.06,-6.33,-7.02,-7.05,-6.22,-9.67,-7.53,-8.67,-8.3
1148,2022-02-22,3.3,2.66,4.93,4.13,4.58,2.34,2.72,3.63,4.16,6.77
1149,2022-02-23,-2.56,-2.15,-2.32,-1.78,-1.86,-3.05,-3.36,-4.51,1.49,-0.45
1150,2022-02-24,2.89,0.64,-1.2,0.35,-1.14,-2.51,-0.06,-0.52,-1.31,-0.08
1151,2022-02-25,2.32,6.63,3.82,7.71,4.8,2.82,10.59,8.21,9.69,5.54
1152,2022-02-26,-0.26,0.41,-0.35,-2.19,-0.92,0.0,-2.47,2.51,9.57,3.22
1153,2022-02-27,-3.62,-5.85,-3.64,-4.22,-4.81,-3.68,-3.9,-7.27,-10.41,-5.3
1154,2022-02-28,14.49,11.62,9.86,11.08,10.5,8.54,8.22,10.92,17.15,11.44
1155,2022-03-01,2.92,1.9,3.29,0.5,-1.06,0.45,0.38,1.52,-0.7,-0.49
1156,2022-03-02,-1.19,-0.98,0.15,0.99,-1.96,-0.75,-1.95,-0.39,3.53,-2.7
1157,2022-03-03,-3.28,-3.84,-1.64,-3.06,1.27,-2.48,-2.25,-2.62,5.62,2.37
1158,2022-03-04,-7.79,-7.48,-7.05,-6.75,-9.58,-5.47,-5.15,-7.79,-10.43,-8.7
1159,2022-03-05,0.64,1.64,2.83,2.1,3.86,1.96,5.79,2.11,1.28,0.87
1160,2022-03-06,-2.48,-4.27,-2.55,-4.84,-3.62,-3.36,-3.82,-4.99,-8.78,-4.6
1161,2022-03-07,-1.13,-2.36,1.49,-1.67,-2.67,-3.31,-0.76,-4.73,0.53,-1.58
1162,2022-03-08,1.95,3.41,0.21,2.62,2.44,0.17,0.15,3.24,-1.48,2.37
1163,2022-03-09,8.29,5.86,3.09,4.08,6.05,3.85,6.24,7.11,7.86,4.94
1164,2022-03-10,-6.01,-4.41,-5.39,-4.52,-4.12,-3.79,-3.89,-5.93,-6.69,-4.92
1165,2022-03-11,-1.76,-1.91,-0.05,-2.23,1.95,-1.2,9.07,-0.99,-1.96,-0.79
1166,2022-03-12,0.2,0.47,0.13,-0.64,0.96,-0.61,-2.13,0.84,-0.91,-0.68
1167,2022-03-13,-2.65,-2.07,-2.95,-2.65,-3.6,-2.88,-3.25,-3.42,-3.64,-3.57
1168,2022-03-14,5.01,2.93,3.32,1.32,3.83,2.24,1.92,5.51,2.29,2.25
1169,2022-03-15,-0.99,1.09,-0.46,-0.07,1.23,-1.14,-1.16,2.09,0.34,-0.27
1170,2022-03-16,4.67,5.96,3.69,6.46,4.21,4.0,3.41,7.09,7.66,5.84
1171,2022-03-17,-0.48,1.37,1.69,-1.5,-0.99,-0.6,0.2,-1.77,-2.73,-0.8
1172,2022-03-18,2.05,4.52,1.35,3.46,1.54,2.32,0.37,4.16,1.6,3.28
1173,2022-03-19,1.06,0.41,0.68,2.14,4.47,3.69,2.89,0.07,0.14,21.25
1174,2022-03-20,-2.23,-3.03,-2.28,-4.25,-1.63,-3.56,-1.68,-3.13,-2.83,12.26
1175,2022-03-21,-0.63,1.0,1.33,-0.07,0.96,0.08,3.92,3.16,0.32,0.55
1176,2022-03-22,3.32,2.75,2.1,2.8,5.68,2.6,-0.07,2.94,0.32,19.49
1177,2022-03-23,1.22,2.23,1.01,3.25,-0.24,6.05,0.12,2.59,0.82,-1.61
1178,2022-03-24,2.59,2.46,1.42,4.69,3.27,5.31,0.62,2.08,3.61,7.54
1179,2022-03-25,0.73,-0.28,-0.94,-3.19,-1.98,-4.39,-2.24,-3.53,-3.93,-0.76
1180,2022-03-26,0.45,1.38,1.34,2.03,0.65,3.98,1.07,1.47,2.35,-2.03
1181,2022-03-27,5.2,4.79,3.51,5.15,3.93,6.39,3.05,6.57,4.1,1.74
1182,2022-03-28,0.63,1.13,-0.09,-2.24,-1.62,-1.52,0.72,-2.14,-1.9,-1.94
1183,2022-03-29,0.66,2.03,0.93,1.09,1.96,1.4,-0.73,2.91,2.93,4.7
1184,2022-03-30,-0.77,-0.43,1.82,0.42,0.85,-0.83,0.43,1.41,-0.6,0.77
1185,2022-03-31,-3.31,-3.08,-2.99,-3.8,-5.57,-3.49,-5.4,-1.74,-3.86,-4.45
1186,2022-04-01,1.7,5.29,4.38,4.82,0.73,2.32,1.57,2.54,1.8,-0.57
1187,2022-04-02,-1.02,-0.33,-2.37,-2.48,0.0,-1.91,-0.45,0.35,6.43,-3.56
1188,2022-04-03,1.3,2.27,3.0,2.12,3.04,5.7,2.33,3.91,2.11,2.68
1189,2022-04-04,0.37,-0.07,-0.62,-2.31,-3.11,1.37,-2.04,-3.15,-3.47,0.06
1190,2022-04-05,-2.32,-3.2,-0.65,-3.34,-1.68,16.3,-1.17,-4.4,-5.09,-5.03
1191,2022-04-06,-5.11,-7.0,-5.53,-8.54,-9.04,-17.02,-6.97,-8.0,-8.23,-13.43
1192,2022-04-07,0.63,1.85,3.78,3.64,2.24,1.89,3.65,2.21,2.86,13.06
1193,2022-04-08,-2.74,-1.08,-3.35,-5.1,-2.89,-2.4,-4.08,-3.88,-2.78,-6.81
1194,2022-04-09,1.19,2.07,1.21,2.02,1.81,1.34,0.95,2.05,1.45,3.66
1195,2022-04-10,-1.39,-1.7,-1.99,-2.46,-2.13,2.77,-1.05,-1.23,-2.82,-3.91
1196,2022-04-11,-6.23,-6.97,-5.62,-6.52,-7.16,-9.51,-7.89,-9.65,-10.0,-8.23
1197,2022-04-12,1.38,1.61,4.82,4.5,2.24,2.99,2.92,1.6,3.27,3.03
1198,2022-04-13,2.68,2.99,2.34,1.87,5.34,1.38,1.13,1.5,0.28,1.23
1199,2022-04-14,-2.93,-3.09,-2.05,-3.24,-2.98,2.93,0.41,-3.87,-3.0,-3.99
1200,2022-04-15,1.53,0.61,0.63,1.75,3.45,1.11,8.21,3.45,0.5,0.84
1201,2022-04-16,-0.43,0.62,0.0,-0.72,2.97,-1.58,-0.65,0.21,0.33,2.12
1202,2022-04-17,-1.74,-2.33,-2.56,-3.67,-4.81,-3.0,-3.7,-2.9,-4.01,-4.04
1203,2022-04-18,2.83,2.26,2.48,6.14,2.3,0.72,2.39,2.48,3.66,0.85
1204,2022-04-19,1.7,1.51,1.3,0.63,2.25,1.71,0.66,1.28,2.49,2.44
1205,2022-04-20,-0.33,-0.83,-0.92,-0.7,-1.67,-1.26,-2.99,-1.54,-1.58,-3.33
1206,2022-04-21,-2.12,-3.01,-3.23,-2.75,-4.56,-3.2,-2.51,-3.21,-4.0,-4.57
1207,2022-04-22,-1.9,-0.71,0.42,1.53,-1.31,0.07,-2.03,0.07,-0.9,1.83
1208,2022-04-23,-0.67,-0.99,-1.35,-2.51,-0.28,-1.76,-1.69,-1.99,0.48,-2.79
1209,2022-04-24,0.02,-0.41,-0.6,-1.47,-0.57,-1.57,-1.08,-0.45,-4.01,-2.66
1210,2022-04-25,2.47,2.93,1.38,0.74,0.0,19.95,-0.7,1.28,-0.72,0.03
1211,2022-04-26,-5.72,-6.55,-4.57,-8.06,-5.74,-13.02,-7.37,-7.96,-8.23,-8.8
1212,2022-04-27,2.95,2.82,1.37,1.05,1.93,1.74,1.59,3.07,5.51,1.92
1213,2022-04-28,1.29,1.66,4.01,-1.59,2.68,-1.72,-1.44,-0.63,-3.22,-0.48
1214,2022-04-29,-2.88,-4.08,-3.49,-7.92,-2.81,-1.89,-4.85,-5.45,-6.27,-6.2
1215,2022-04-30,-2.5,-3.21,-4.05,-9.55,-4.49,-5.63,-4.42,-8.6,-8.23,-11.27
1216,2022-05-01,2.23,3.6,3.39,6.39,3.55,4.24,3.85,3.19,0.84,6.88
1217,2022-05-02,0.15,1.12,-0.1,-2.0,1.41,-1.43,1.2,-1.15,-1.11,-0.9
1218,2022-05-03,-2.07,-2.62,-1.44,-0.09,-1.29,-0.99,-1.56,-0.45,-1.29,-2.15
1219,2022-05-04,5.2,5.71,4.87,8.91,7.05,5.02,6.81,9.61,13.31,14.16
1220,2022-05-05,-7.9,-6.55,-6.01,-9.29,-8.94,-5.74,-7.41,-10.57,-10.44,-7.6
1221,2022-05-06,-1.48,-2.01,0.16,-2.07,-0.1,-0.23,0.69,-1.1,-0.95,-1.27
1222,2022-05-07,-1.5,-2.14,-3.59,-2.3,-2.48,-0.16,-3.55,-5.29,-7.02,-3.97
1223,2022-05-08,-4.04,-4.39,-2.63,-4.22,-0.42,-2.59,-2.51,-2.06,-4.5,-1.23
1224,2022-05-09,-11.64,-11.56,-16.8,-17.09,-18.76,-17.89,-13.95,-19.0,-20.37,-14.36
1225,2022-05-10,3.14,5.07,7.77,9.75,5.25,6.09,5.3,6.05,8.64,5.24
1226,2022-05-11,-6.17,-10.98,-14.92,-24.07,-16.85,-21.02,-18.67,-19.0,-20.6,-16.3
1227,2022-05-12,-0.25,-5.98,-0.88,-11.24,-3.3,-3.05,-7.57,-5.61,-10.64,-5.46
1228,2022-05-13,0.89,2.52,8.03,10.98,5.43,6.66,9.65,8.83,6.72,8.42
1229,2022-05-14,2.73,2.33,2.13,2.85,1.62,1.48,0.78,1.68,4.55,2.88
1230,2022-05-15,4.13,4.32,5.22,8.32,4.07,4.13,5.14,9.64,14.84,5.12
1231,2022-05-16,-4.64,-5.67,-4.87,-8.88,-5.87,-5.58,-5.58,-6.9,-10.58,-5.73
1232,2022-05-17,1.91,3.31,2.99,7.08,8.93,2.61,3.52,4.04,3.52,4.11
1233,2022-05-18,-5.68,-8.4,-6.04,-13.89,-9.71,-7.75,-7.4,-11.79,-11.78,-9.05
1234,2022-05-19,5.59,5.45,6.71,5.27,9.41,3.84,3.67,6.02,7.11,5.51
1235,2022-05-20,-3.69,-2.99,-1.6,-3.79,-4.85,-3.0,-2.47,-4.98,3.42,-3.49
1236,2022-05-21,0.84,0.82,3.34,2.52,1.75,0.6,1.07,2.92,-1.25,0.94
1237,2022-05-22,2.88,3.45,2.21,4.0,2.72,1.78,1.79,3.97,3.26,3.59
1238,2022-05-23,-3.91,-3.42,-0.66,-5.18,-3.49,-3.03,-3.91,-4.1,-2.28,3.7
1239,2022-05-24,1.87,0.31,3.53,3.27,1.74,0.48,0.84,2.84,-0.45,10.8
1240,2022-05-25,-0.38,-1.86,-0.79,-2.71,-2.99,-0.84,-0.66,-3.73,-3.24,-1.98
1241,2022-05-26,-1.15,-7.74,-6.97,-7.29,-6.89,-6.03,-3.47,-5.6,-10.6,-7.71
1242,2022-05-27,-1.96,-3.63,-0.46,-4.01,-2.84,4.75,-2.6,-4.26,-3.54,2.83
1243,2022-05-28,1.4,3.76,1.99,2.44,2.27,0.37,1.13,4.61,1.51,1.02
1244,2022-05-29,1.5,1.2,-0.59,2.04,0.79,1.1,0.72,1.98,1.8,4.04
1245,2022-05-30,7.69,10.21,5.2,9.85,8.48,6.41,7.61,11.01,9.38,4.94
1246,2022-05-31,0.21,-2.85,-0.28,0.91,-1.01,-2.37,0.69,1.88,-1.62,-4.35
1247,2022-06-01,-6.27,-6.38,-6.42,-9.37,-8.33,-5.65,-5.62,-8.7,-9.67,-7.4
1248,2022-06-02,2.17,0.89,2.6,3.33,2.87,2.11,1.86,3.75,3.1,1.86
1249,2022-06-03,-2.47,-3.22,-3.18,-5.0,-2.8,-3.02,-3.7,-4.73,-4.57,-2.59
1250,2022-06-04,0.55,1.66,0.9,1.19,1.76,1.92,0.56,7.87,0.54,0.64
1251,2022-06-05,0.18,0.09,-0.76,0.34,-0.94,-0.99,0.71,3.1,-0.86,-0.68
1252,2022-06-06,4.86,2.97,-1.34,5.85,2.06,1.75,1.82,4.32,3.05,3.21
1253,2022-06-07,-0.79,-2.5,-1.63,-2.37,-1.09,-2.56,1.22,9.15,-2.85,-4.35
1254,2022-06-08,-2.96,-1.18,-0.62,-1.94,-4.07,-1.39,-1.72,-0.23,-4.78,-1.21
1255,2022-06-09,-0.31,-0.17,0.49,4.45,-1.79,0.13,-0.12,6.43,0.34,-0.56
1256,2022-06-10,-3.38,-7.04,-1.21,-6.31,-5.81,-5.01,-4.67,-13.27,-7.74,-5.57
1257,2022-06-11,-2.29,-7.82,-5.76,-9.09,-7.77,-7.23,-5.66,-12.44,-6.91,-8.9
1258,2022-06-12,-6.51,-6.4,-5.59,-8.13,-8.24,-9.16,-4.59,-10.94,-6.36,-9.11
1259,2022-06-13,-15.38,-15.68,-12.48,-13.31,-9.19,-14.67,-9.18,-5.27,-7.92,-12.74
1260,2022-06-14,-1.55,-0.04,0.04,-3.71,6.09,2.53,3.11,13.85,-2.15,0.9
1261,2022-06-15,2.02,2.37,4.71,6.02,9.73,13.12,6.87,8.92,15.25,8.99
1262,2022-06-16,-9.66,-13.66,-10.02,-12.53,-11.61,-12.12,-8.85,-13.23,-13.25,-12.92
1263,2022-06-17,0.33,1.73,2.62,4.18,6.25,3.01,2.49,0.0,0.79,3.76
1264,2022-06-18,-7.32,-8.45,-8.71,-13.5,-0.88,-7.03,-4.21,-6.92,-4.85,-4.67
1265,2022-06-19,8.45,13.41,9.19,10.98,15.09,14.33,6.18,11.49,11.53,12.44
1266,2022-06-20,-0.0,-0.03,0.65,4.17,-2.82,-0.73,-1.07,5.76,0.59,5.66
1267,2022-06-21,0.73,-0.21,1.66,5.0,1.44,9.65,2.11,-1.72,2.06,-0.55
1268,2022-06-22,-3.55,-6.72,-2.63,8.33,-2.62,-6.27,-2.16,-3.35,1.29,-5.88
1269,2022-06-23,5.61,9.0,6.76,23.25,6.88,3.66,4.19,5.59,15.16,4.8
1270,2022-06-24,0.6,7.02,4.89,8.01,0.22,4.63,9.38,3.86,1.47,3.01
1271,2022-06-25,1.19,1.42,-0.25,-0.99,5.43,2.36,0.11,-0.14,5.09,0.79
1272,2022-06-26,-2.11,-3.58,-2.42,-6.99,-3.87,6.48,-2.31,-7.84,-7.04,0.85
1273,2022-06-27,-1.4,-0.44,-0.09,-4.83,-1.31,-1.11,-1.5,-2.24,-3.47,-0.72
1274,2022-06-28,-2.22,-4.06,-2.99,-4.0,-5.74,-8.42,-4.58,-3.66,-5.78,-6.76
1275,2022-06-29,-0.78,-3.83,-3.22,-2.62,1.84,5.23,-2.34,-1.42,0.82,-1.3
1276,2022-06-30,-0.9,-2.65,-0.05,-3.36,0.3,-4.51,0.76,0.64,2.3,-1.44
1277,2022-07-01,-3.32,-1.05,-1.23,-3.89,-4.92,0.03,-5.45,-3.03,6.87,-2.47
1278,2022-07-02,-0.14,0.69,0.65,6.69,-1.29,0.33,0.45,2.47,-0.37,0.89
1279,2022-07-03,0.33,0.68,0.37,-6.29,0.79,0.81,1.84,-0.16,0.25,0.27
1280,2022-07-04,4.77,7.14,5.61,6.43,2.59,3.23,2.21,3.38,8.29,3.98
